danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,title,artist,hot_100,cluster
0.655,0.0645,4,-14.765,1,0.0429,0.854,1.11e-05,0.107,0.278,129.399,audio_features,6Wo5YxkdXgwzKQZbDg2r17,spotify:track:6Wo5YxkdXgwzKQZbDg2r17,https://api.spotify.com/v1/tracks/6Wo5YxkdXgwzKQZbDg2r17,https://api.spotify.com/v1/audio-analysis/6Wo5YxkdXgwzKQZbDg2r17,248053,4,either way,chris stapleton,0,4
0.655,0.0645,4,-14.765,1,0.0429,0.854,1.11e-05,0.107,0.278,129.399,audio_features,6Wo5YxkdXgwzKQZbDg2r17,spotify:track:6Wo5YxkdXgwzKQZbDg2r17,https://api.spotify.com/v1/tracks/6Wo5YxkdXgwzKQZbDg2r17,https://api.spotify.com/v1/audio-analysis/6Wo5YxkdXgwzKQZbDg2r17,248053,4,either way,chris stapleton,0,1
0.651,0.782,8,-4.295,1,0.0718,0.295,0.0,0.107,0.945,171.987,audio_features,0OlS52TmtK2gPaEtdmr7DN,spotify:track:0OlS52TmtK2gPaEtdmr7DN,https://api.spotify.com/v1/tracks/0OlS52TmtK2gPaEtdmr7DN,https://api.spotify.com/v1/audio-analysis/0OlS52TmtK2gPaEtdmr7DN,176893,4,no such thing as a broken heart,old dominion,0,0
0.527,0.812,7,-5.49,1,0.0389,0.228,0.0,0.0764,0.373,97.188,audio_features,4THuF3jYLaHQlg6VwMVB9N,spotify:track:4THuF3jYLaHQlg6VwMVB9N,https://api.spotify.com/v1/tracks/4THuF3jYLaHQlg6VwMVB9N,https://api.spotify.com/v1/audio-analysis/4THuF3jYLaHQlg6VwMVB9N,215642,4,there’s a girl,trent harmon,0,7
0.681,0.845,11,-5.147,0,0.0525,0.0304,0.0,0.197,0.761,132.023,audio_features,5OUSPcqhYTOzpbXzoEvKim,spotify:track:5OUSPcqhYTOzpbXzoEvKim,https://api.spotify.com/v1/tracks/5OUSPcqhYTOzpbXzoEvKim,https://api.spotify.com/v1/audio-analysis/5OUSPcqhYTOzpbXzoEvKim,184040,4,the fighter,keith urban,0,2
0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,audio_features,6habFhsOp2NvshLv26DqMb,spotify:track:6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/tracks/6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/audio-analysis/6habFhsOp2NvshLv26DqMb,229360,4,despacito - remix,luis fonsi,0,0
0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,audio_features,6habFhsOp2NvshLv26DqMb,spotify:track:6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/tracks/6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/audio-analysis/6habFhsOp2NvshLv26DqMb,229360,4,despacito - remix,luis fonsi,0,0
0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,audio_features,6habFhsOp2NvshLv26DqMb,spotify:track:6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/tracks/6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/audio-analysis/6habFhsOp2NvshLv26DqMb,229360,4,despacito - remix,luis fonsi,0,0
0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,audio_features,6habFhsOp2NvshLv26DqMb,spotify:track:6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/tracks/6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/audio-analysis/6habFhsOp2NvshLv26DqMb,229360,4,despacito - remix,luis fonsi,0,4
0.524,0.186,10,-9.211,1,0.159,0.941,0.0,0.122,0.408,173.503,audio_features,2Om0Kl1Z5lwRcC1zVkzi2f,spotify:track:2Om0Kl1Z5lwRcC1zVkzi2f,https://api.spotify.com/v1/tracks/2Om0Kl1Z5lwRcC1zVkzi2f,https://api.spotify.com/v1/audio-analysis/2Om0Kl1Z5lwRcC1zVkzi2f,246295,3,felices los 4,maluma,0,1
0.689,0.808,0,-3.28,1,0.0572,0.0721,0.0,0.241,0.674,91.012,audio_features,0mnAmQX1pciMncT2qFCNmK,spotify:track:0mnAmQX1pciMncT2qFCNmK,https://api.spotify.com/v1/tracks/0mnAmQX1pciMncT2qFCNmK,https://api.spotify.com/v1/audio-analysis/0mnAmQX1pciMncT2qFCNmK,207680,4,subeme la radio,enrique iglesias,0,2
0.744,0.804,1,-6.327,1,0.0677,0.0231,0.0,0.0494,0.426,104.823,audio_features,6ifUES3keWjwXgae8pXI3o,spotify:track:6ifUES3keWjwXgae8pXI3o,https://api.spotify.com/v1/tracks/6ifUES3keWjwXgae8pXI3o,https://api.spotify.com/v1/audio-analysis/6ifUES3keWjwXgae8pXI3o,205715,4,me rehúso,danny ocean,0,7
0.683,0.691,8,-5.535,1,0.0432,0.243,0.0,0.14,0.732,179.91,audio_features,3umS4y3uQDkqekNjVpiRUs,spotify:track:3umS4y3uQDkqekNjVpiRUs,https://api.spotify.com/v1/tracks/3umS4y3uQDkqekNjVpiRUs,https://api.spotify.com/v1/audio-analysis/3umS4y3uQDkqekNjVpiRUs,219507,4,el amante,nicky jam,0,0
0.744,0.859,11,-3.166,1,0.0795,0.0256,6.27e-05,0.0881,0.787,91.977,audio_features,1KSqYYJFyfTecXFk9M0prc,spotify:track:1KSqYYJFyfTecXFk9M0prc,https://api.spotify.com/v1/tracks/1KSqYYJFyfTecXFk9M0prc,https://api.spotify.com/v1/audio-analysis/1KSqYYJFyfTecXFk9M0prc,232787,4,escápate conmigo,wisin,0,2
0.704,0.691,6,-5.414,1,0.158,0.255,0.0,0.129,0.427,143.982,audio_features,5lhcHMDQpNwhM62lSOrvLf,spotify:track:5lhcHMDQpNwhM62lSOrvLf,https://api.spotify.com/v1/tracks/5lhcHMDQpNwhM62lSOrvLf,https://api.spotify.com/v1/audio-analysis/5lhcHMDQpNwhM62lSOrvLf,270493,4,ahora dice,chris jeday,0,7
0.852,0.773,8,-2.921,0,0.0776,0.187,3.05e-05,0.159,0.907,102.034,audio_features,6mICuAdrwEjh6Y6lroV2Kg,spotify:track:6mICuAdrwEjh6Y6lroV2Kg,https://api.spotify.com/v1/tracks/6mICuAdrwEjh6Y6lroV2Kg,https://api.spotify.com/v1/audio-analysis/6mICuAdrwEjh6Y6lroV2Kg,195840,4,chantaje,shakira,0,2
0.489,0.962,0,-2.597,1,0.215,0.0277,6.18e-06,0.128,0.518,104.563,audio_features,2Vdub5mY4lad7w64bFPUez,spotify:track:2Vdub5mY4lad7w64bFPUez,https://api.spotify.com/v1/tracks/2Vdub5mY4lad7w64bFPUez,https://api.spotify.com/v1/audio-analysis/2Vdub5mY4lad7w64bFPUez,194942,4,hey ma (with pitbull & j balvin feat. camila cabello) - spanish version,pitbull,0,7
0.896,0.859,11,-4.232,0,0.211,0.154,0.000115,0.212,0.938,93.016,audio_features,0k23rRi1B8ZHrKtzECGoyk,spotify:track:0k23rRi1B8ZHrKtzECGoyk,https://api.spotify.com/v1/tracks/0k23rRi1B8ZHrKtzECGoyk,https://api.spotify.com/v1/audio-analysis/0k23rRi1B8ZHrKtzECGoyk,201280,4,sigo extrañándote,j balvin,0,2
0.832,0.772,10,-5.429,1,0.1,0.0559,0.000486,0.44,0.704,96.016,audio_features,3QwBODjSEzelZyVjxPOHdq,spotify:track:3QwBODjSEzelZyVjxPOHdq,https://api.spotify.com/v1/tracks/3QwBODjSEzelZyVjxPOHdq,https://api.spotify.com/v1/audio-analysis/3QwBODjSEzelZyVjxPOHdq,209453,4,otra vez (feat. j balvin),zion & lennox,0,2
0.696,0.858,9,-5.155,1,0.0859,0.0727,3.19e-06,0.0631,0.533,176.061,audio_features,4Xtlw8oXkIOvzV7crUBKeZ,spotify:track:4Xtlw8oXkIOvzV7crUBKeZ,https://api.spotify.com/v1/tracks/4Xtlw8oXkIOvzV7crUBKeZ,https://api.spotify.com/v1/audio-analysis/4Xtlw8oXkIOvzV7crUBKeZ,188627,4,la rompe corazones,daddy yankee,0,0
0.639,0.869,11,-4.024,1,0.147,0.27,0.0,0.0802,0.767,169.801,audio_features,5q2JbCNi4FcnglgPfxcV65,spotify:track:5q2JbCNi4FcnglgPfxcV65,https://api.spotify.com/v1/tracks/5q2JbCNi4FcnglgPfxcV65,https://api.spotify.com/v1/audio-analysis/5q2JbCNi4FcnglgPfxcV65,307910,4,"sola (remix) [feat. daddy yankee, wisin, farruko, zion & lennox]",anuel aa,0,0
0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,audio_features,6habFhsOp2NvshLv26DqMb,spotify:track:6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/tracks/6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/audio-analysis/6habFhsOp2NvshLv26DqMb,229360,4,despacito (featuring daddy yankee),luis fonsi,0,0
0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,audio_features,6habFhsOp2NvshLv26DqMb,spotify:track:6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/tracks/6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/audio-analysis/6habFhsOp2NvshLv26DqMb,229360,4,despacito (featuring daddy yankee),luis fonsi,0,0
0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,audio_features,6habFhsOp2NvshLv26DqMb,spotify:track:6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/tracks/6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/audio-analysis/6habFhsOp2NvshLv26DqMb,229360,4,despacito (featuring daddy yankee),luis fonsi,0,0
0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,audio_features,6habFhsOp2NvshLv26DqMb,spotify:track:6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/tracks/6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/audio-analysis/6habFhsOp2NvshLv26DqMb,229360,4,despacito (featuring daddy yankee),luis fonsi,0,4
0.761,0.838,4,-3.073,0,0.0502,0.4,0.0,0.176,0.71,93.974,audio_features,3AEZUABDXNtecAOSC1qTfo,spotify:track:3AEZUABDXNtecAOSC1qTfo,https://api.spotify.com/v1/tracks/3AEZUABDXNtecAOSC1qTfo,https://api.spotify.com/v1/audio-analysis/3AEZUABDXNtecAOSC1qTfo,222560,4,reggaetón lento (bailemos),cnco,0,2
0.798,0.809,5,-6.152,1,0.0839,0.0317,0.0,0.214,0.471,90.006,audio_features,1XgpK29CGGjZnxPYkiRbh4,spotify:track:1XgpK29CGGjZnxPYkiRbh4,https://api.spotify.com/v1/tracks/1XgpK29CGGjZnxPYkiRbh4,https://api.spotify.com/v1/audio-analysis/1XgpK29CGGjZnxPYkiRbh4,206920,4,hey dj,cnco,0,7
0.798,0.809,5,-6.152,1,0.0839,0.0317,0.0,0.214,0.471,90.006,audio_features,1XgpK29CGGjZnxPYkiRbh4,spotify:track:1XgpK29CGGjZnxPYkiRbh4,https://api.spotify.com/v1/tracks/1XgpK29CGGjZnxPYkiRbh4,https://api.spotify.com/v1/audio-analysis/1XgpK29CGGjZnxPYkiRbh4,206920,4,hey dj,cnco,0,7
0.76,0.838,7,-3.828,0,0.0529,0.547,1.3e-06,0.0664,0.745,93.05,audio_features,5hEM0JchdVzQ5PwvSfITeX,spotify:track:5hEM0JchdVzQ5PwvSfITeX,https://api.spotify.com/v1/tracks/5hEM0JchdVzQ5PwvSfITeX,https://api.spotify.com/v1/audio-analysis/5hEM0JchdVzQ5PwvSfITeX,210323,4,me llamas (feat. maluma) - remix,piso 21,0,2
0.74,0.879,9,-2.251,0,0.105,0.193,8.25e-05,0.0928,0.948,103.71,audio_features,4qknM1pQz53QOyfDVTjcM9,spotify:track:4qknM1pQz53QOyfDVTjcM9,https://api.spotify.com/v1/tracks/4qknM1pQz53QOyfDVTjcM9,https://api.spotify.com/v1/audio-analysis/4qknM1pQz53QOyfDVTjcM9,226893,4,me enamoré,shakira,0,2
0.748,0.565,7,-5.895,1,0.0476,0.164,0.00169,0.103,0.812,175.92,audio_features,5zSOVwaY3sVjnmLhuEfsuf,spotify:track:5zSOVwaY3sVjnmLhuEfsuf,https://api.spotify.com/v1/tracks/5zSOVwaY3sVjnmLhuEfsuf,https://api.spotify.com/v1/audio-analysis/5zSOVwaY3sVjnmLhuEfsuf,193227,4,tu foto,ozuna,0,0
0.663,0.92,11,-4.07,0,0.226,0.00431,1.69e-05,0.101,0.533,99.935,audio_features,7DM4BPaS7uofFul3ywMe46,spotify:track:7DM4BPaS7uofFul3ywMe46,https://api.spotify.com/v1/tracks/7DM4BPaS7uofFul3ywMe46,https://api.spotify.com/v1/audio-analysis/7DM4BPaS7uofFul3ywMe46,259196,4,vente pa' ca,ricky martin,0,7
0.689,0.675,0,-4.281,1,0.32,0.531,3.17e-06,0.115,0.604,180.065,audio_features,456xBIOmLRoLzCvCzZrWge,spotify:track:456xBIOmLRoLzCvCzZrWge,https://api.spotify.com/v1/tracks/456xBIOmLRoLzCvCzZrWge,https://api.spotify.com/v1/audio-analysis/456xBIOmLRoLzCvCzZrWge,205600,4,safari,j balvin,0,6
0.747,0.911,0,-2.644,1,0.101,0.0985,0.0,0.147,0.658,92.978,audio_features,0pQoNBSZeRFuhLVH8gCVDT,spotify:track:0pQoNBSZeRFuhLVH8gCVDT,https://api.spotify.com/v1/tracks/0pQoNBSZeRFuhLVH8gCVDT,https://api.spotify.com/v1/audio-analysis/0pQoNBSZeRFuhLVH8gCVDT,224360,4,alguien robo,sebastian yatra,0,2
0.777,0.911,6,-3.223,0,0.173,0.246,0.0,0.257,0.704,96.017,audio_features,1rXojdsUqqxGj2WCmJGWHP,spotify:track:1rXojdsUqqxGj2WCmJGWHP,https://api.spotify.com/v1/tracks/1rXojdsUqqxGj2WCmJGWHP,https://api.spotify.com/v1/audio-analysis/1rXojdsUqqxGj2WCmJGWHP,238813,4,vacaciones,wisin,0,2
0.765,0.816,1,-3.99,1,0.0595,0.124,8.06e-05,0.197,0.624,89.005,audio_features,5YTMV11r6H8eeKuHghbBql,spotify:track:5YTMV11r6H8eeKuHghbBql,https://api.spotify.com/v1/tracks/5YTMV11r6H8eeKuHghbBql,https://api.spotify.com/v1/audio-analysis/5YTMV11r6H8eeKuHghbBql,212027,4,te quiero pa´mi,don omar,0,2
0.765,0.816,1,-3.99,1,0.0595,0.124,8.06e-05,0.197,0.624,89.005,audio_features,5YTMV11r6H8eeKuHghbBql,spotify:track:5YTMV11r6H8eeKuHghbBql,https://api.spotify.com/v1/tracks/5YTMV11r6H8eeKuHghbBql,https://api.spotify.com/v1/audio-analysis/5YTMV11r6H8eeKuHghbBql,212027,4,te quiero pa´mi,don omar,0,7
0.761,0.829,0,-3.203,0,0.0682,0.169,0.0,0.189,0.814,92.034,audio_features,5Uel5PmPBZICA0TQTI912U,spotify:track:5Uel5PmPBZICA0TQTI912U,https://api.spotify.com/v1/tracks/5Uel5PmPBZICA0TQTI912U,https://api.spotify.com/v1/audio-analysis/5Uel5PmPBZICA0TQTI912U,252003,4,ay mi dios,iamchino,0,2
0.775,0.679,11,-4.985,1,0.0465,0.147,0.0,0.155,0.674,91.0,audio_features,4Ft0391aLVNtCPPseh98lp,spotify:track:4Ft0391aLVNtCPPseh98lp,https://api.spotify.com/v1/tracks/4Ft0391aLVNtCPPseh98lp,https://api.spotify.com/v1/audio-analysis/4Ft0391aLVNtCPPseh98lp,229387,4,traicionera,sebastian yatra,0,2
0.628,0.69,8,-5.83,1,0.0511,0.443,0.0,0.113,0.66,179.908,audio_features,7qCAVkHWZkF44OzOUKf8Cr,spotify:track:7qCAVkHWZkF44OzOUKf8Cr,https://api.spotify.com/v1/tracks/7qCAVkHWZkF44OzOUKf8Cr,https://api.spotify.com/v1/audio-analysis/7qCAVkHWZkF44OzOUKf8Cr,205907,4,si tú la ves,nicky jam,0,0
0.722,0.84,0,-3.633,1,0.0418,0.0564,0.0,0.618,0.841,92.005,audio_features,7dx0Funwrd0LRvquDFQ8fv,spotify:track:7dx0Funwrd0LRvquDFQ8fv,https://api.spotify.com/v1/tracks/7dx0Funwrd0LRvquDFQ8fv,https://api.spotify.com/v1/audio-analysis/7dx0Funwrd0LRvquDFQ8fv,197087,4,lumbra,cali y el dandee,0,4
0.745,0.944,0,-3.959,1,0.134,0.21,1.45e-06,0.333,0.951,179.991,audio_features,0Gx4VrHzS7pZOEAGrmXXBH,spotify:track:0Gx4VrHzS7pZOEAGrmXXBH,https://api.spotify.com/v1/tracks/0Gx4VrHzS7pZOEAGrmXXBH,https://api.spotify.com/v1/audio-analysis/0Gx4VrHzS7pZOEAGrmXXBH,229510,4,la bicicleta,carlos vives,0,0
0.646,0.865,6,-4.215,1,0.0983,0.269,4.16e-06,0.11,0.762,191.954,audio_features,4l3xGFwoTinvYxsePytOOf,spotify:track:4l3xGFwoTinvYxsePytOOf,https://api.spotify.com/v1/tracks/4l3xGFwoTinvYxsePytOOf,https://api.spotify.com/v1/audio-analysis/4l3xGFwoTinvYxsePytOOf,217093,4,bailame,nacho,0,0
0.739,0.821,1,-4.233,1,0.0852,0.222,9.6e-06,0.311,0.693,171.077,audio_features,1m69ELEgE6k5ZWsap40ozt,spotify:track:1m69ELEgE6k5ZWsap40ozt,https://api.spotify.com/v1/tracks/1m69ELEgE6k5ZWsap40ozt,https://api.spotify.com/v1/audio-analysis/1m69ELEgE6k5ZWsap40ozt,188080,4,dile que tu me quieres,ozuna,0,0
0.732,0.801,9,-3.859,1,0.0327,0.39,0.0,0.31,0.824,123.981,audio_features,46HdsiK0uR26B2dY9QPzda,spotify:track:46HdsiK0uR26B2dY9QPzda,https://api.spotify.com/v1/tracks/46HdsiK0uR26B2dY9QPzda,https://api.spotify.com/v1/audio-analysis/46HdsiK0uR26B2dY9QPzda,196480,4,deja vu,prince royce,0,6
0.732,0.801,9,-3.859,1,0.0327,0.39,0.0,0.31,0.824,123.981,audio_features,46HdsiK0uR26B2dY9QPzda,spotify:track:46HdsiK0uR26B2dY9QPzda,https://api.spotify.com/v1/tracks/46HdsiK0uR26B2dY9QPzda,https://api.spotify.com/v1/audio-analysis/46HdsiK0uR26B2dY9QPzda,196480,4,deja vu,prince royce,0,2
0.692,0.855,9,-4.77,1,0.0725,0.24,0.0,0.0967,0.777,94.984,audio_features,1OJkKHmXsZVKtWlECdpDAe,spotify:track:1OJkKHmXsZVKtWlECdpDAe,https://api.spotify.com/v1/tracks/1OJkKHmXsZVKtWlECdpDAe,https://api.spotify.com/v1/audio-analysis/1OJkKHmXsZVKtWlECdpDAe,228147,4,sé que te duele,alejandro fernandez,0,7
0.692,0.855,9,-4.77,1,0.0725,0.24,0.0,0.0967,0.777,94.984,audio_features,1OJkKHmXsZVKtWlECdpDAe,spotify:track:1OJkKHmXsZVKtWlECdpDAe,https://api.spotify.com/v1/tracks/1OJkKHmXsZVKtWlECdpDAe,https://api.spotify.com/v1/audio-analysis/1OJkKHmXsZVKtWlECdpDAe,228147,4,sé que te duele,alejandro fernandez,0,2
0.73,0.701,5,-5.885,0,0.106,0.132,0.0,0.151,0.785,175.95,audio_features,6DUdDIRgLqCGq1DwkNWQTN,spotify:track:6DUdDIRgLqCGq1DwkNWQTN,https://api.spotify.com/v1/tracks/6DUdDIRgLqCGq1DwkNWQTN,https://api.spotify.com/v1/audio-analysis/6DUdDIRgLqCGq1DwkNWQTN,207307,4,borro cassette,maluma,0,0
0.716,0.908,8,-3.254,0,0.103,0.0858,0.0,0.135,0.869,91.03,audio_features,6YZdkObH88npeKrrkb8Ggf,spotify:track:6YZdkObH88npeKrrkb8Ggf,https://api.spotify.com/v1/tracks/6YZdkObH88npeKrrkb8Ggf,https://api.spotify.com/v1/audio-analysis/6YZdkObH88npeKrrkb8Ggf,199693,4,duele el corazon,enrique iglesias,0,2
0.671,0.954,9,-1.87,1,0.13,0.0244,0.0,0.111,0.556,104.114,audio_features,23WI5V2eD4EyGKxSl7Pyeq,spotify:track:23WI5V2eD4EyGKxSl7Pyeq,https://api.spotify.com/v1/tracks/23WI5V2eD4EyGKxSl7Pyeq,https://api.spotify.com/v1/audio-analysis/23WI5V2eD4EyGKxSl7Pyeq,247493,4,andas en mi cabeza,chino & nacho,0,2
0.827,0.646,1,-4.727,0,0.0766,0.0724,0.0,0.247,0.512,92.057,audio_features,1lxswgIpzV6HhENRvkflES,spotify:track:1lxswgIpzV6HhENRvkflES,https://api.spotify.com/v1/tracks/1lxswgIpzV6HhENRvkflES,https://api.spotify.com/v1/audio-analysis/1lxswgIpzV6HhENRvkflES,197840,4,chillax,farruko,0,2
0.832,0.608,6,-6.042,0,0.0385,0.282,0.0,0.0761,0.589,94.013,audio_features,5Fim1gaXBgsiFfsQAfQSDS,spotify:track:5Fim1gaXBgsiFfsQAfQSDS,https://api.spotify.com/v1/tracks/5Fim1gaXBgsiFfsQAfQSDS,https://api.spotify.com/v1/audio-analysis/5Fim1gaXBgsiFfsQAfQSDS,198707,4,hasta el amanecer,nicky jam,0,5
0.832,0.608,6,-6.042,0,0.0385,0.282,0.0,0.0761,0.589,94.013,audio_features,5Fim1gaXBgsiFfsQAfQSDS,spotify:track:5Fim1gaXBgsiFfsQAfQSDS,https://api.spotify.com/v1/tracks/5Fim1gaXBgsiFfsQAfQSDS,https://api.spotify.com/v1/audio-analysis/5Fim1gaXBgsiFfsQAfQSDS,198707,4,hasta el amanecer,nicky jam,0,2
0.688,0.719,2,-4.746,1,0.0555,0.163,0.0,0.15,0.605,88.015,audio_features,4OaTpLJIa2harufGxfOPUu,spotify:track:4OaTpLJIa2harufGxfOPUu,https://api.spotify.com/v1/tracks/4OaTpLJIa2harufGxfOPUu,https://api.spotify.com/v1/audio-analysis/4OaTpLJIa2harufGxfOPUu,240000,4,bailame despacio,xantos,0,2
0.688,0.719,2,-4.746,1,0.0555,0.163,0.0,0.15,0.605,88.015,audio_features,4OaTpLJIa2harufGxfOPUu,spotify:track:4OaTpLJIa2harufGxfOPUu,https://api.spotify.com/v1/tracks/4OaTpLJIa2harufGxfOPUu,https://api.spotify.com/v1/audio-analysis/4OaTpLJIa2harufGxfOPUu,240000,4,bailame despacio,xantos,0,6
0.899,0.626,6,-4.228,0,0.292,0.076,0.0,0.0631,0.873,88.007,audio_features,7gcMKL3lnDxsp4bIXyv6Zk,spotify:track:7gcMKL3lnDxsp4bIXyv6Zk,https://api.spotify.com/v1/tracks/7gcMKL3lnDxsp4bIXyv6Zk,https://api.spotify.com/v1/audio-analysis/7gcMKL3lnDxsp4bIXyv6Zk,234320,4,shaky shaky,daddy yankee,0,6
0.724,0.809,7,-4.96,1,0.056,0.0345,0.0,0.169,0.496,95.037,audio_features,43jclIPKJv9iFiYWVyWqsb,spotify:track:43jclIPKJv9iFiYWVyWqsb,https://api.spotify.com/v1/tracks/43jclIPKJv9iFiYWVyWqsb,https://api.spotify.com/v1/audio-analysis/43jclIPKJv9iFiYWVyWqsb,181048,4,besándote,piso 21,0,7
0.712,0.841,7,-5.432,0,0.0455,0.0685,7.87e-05,0.0672,0.658,98.003,audio_features,4bd65mDKdhgKngKlF4Q1pZ,spotify:track:4bd65mDKdhgKngKlF4Q1pZ,https://api.spotify.com/v1/tracks/4bd65mDKdhgKngKlF4Q1pZ,https://api.spotify.com/v1/audio-analysis/4bd65mDKdhgKngKlF4Q1pZ,199281,4,ando buscando (feat. piso 21),carlos baute,0,2
0.798,0.818,6,-4.628,1,0.0801,0.113,0.00315,0.0942,0.951,176.0,audio_features,7ztcWZ0EB6akSzlb8BUaqG,spotify:track:7ztcWZ0EB6akSzlb8BUaqG,https://api.spotify.com/v1/tracks/7ztcWZ0EB6akSzlb8BUaqG,https://api.spotify.com/v1/audio-analysis/7ztcWZ0EB6akSzlb8BUaqG,236493,4,hula hoop,daddy yankee,0,2
0.593,0.691,2,-7.638,1,0.0253,0.141,0.0,0.114,0.2,99.946,audio_features,7iXRsjttPa62GpOcqsx1aE,spotify:track:7iXRsjttPa62GpOcqsx1aE,https://api.spotify.com/v1/tracks/7iXRsjttPa62GpOcqsx1aE,https://api.spotify.com/v1/audio-analysis/7iXRsjttPa62GpOcqsx1aE,207187,4,qué gano olvidándote - versión urbana,reik,0,7
0.768,0.742,9,-6.308,1,0.0443,0.234,0.0,0.14,0.797,114.679,audio_features,2SSYqDX8KTgy01NlqtUo0F,spotify:track:2SSYqDX8KTgy01NlqtUo0F,https://api.spotify.com/v1/tracks/2SSYqDX8KTgy01NlqtUo0F,https://api.spotify.com/v1/audio-analysis/2SSYqDX8KTgy01NlqtUo0F,219227,5,ya me enteré (feat. nicky jam) - urban version,reik,0,2
0.725,0.711,10,-4.544,1,0.0335,0.0821,0.0,0.0931,0.477,93.003,audio_features,5HABnFSYvl6mTmg8nSdzHa,spotify:track:5HABnFSYvl6mTmg8nSdzHa,https://api.spotify.com/v1/tracks/5HABnFSYvl6mTmg8nSdzHa,https://api.spotify.com/v1/audio-analysis/5HABnFSYvl6mTmg8nSdzHa,246653,4,mi tesoro (feat. nicky jam),zion & lennox,0,7
0.664,0.46,1,-10.974,0,0.105,0.782,3.19e-06,0.176,0.793,170.057,audio_features,6p3yxt0uJJshAS3CT0znQg,spotify:track:6p3yxt0uJJshAS3CT0znQg,https://api.spotify.com/v1/tracks/6p3yxt0uJJshAS3CT0znQg,https://api.spotify.com/v1/audio-analysis/6p3yxt0uJJshAS3CT0znQg,244933,4,tú sí sabes quererme,natalia lafourcade,0,1
0.667,0.67,7,-5.632,1,0.147,0.195,0.0,0.16,0.796,172.061,audio_features,0ySXTegsxWKcOvEYcgjUMJ,spotify:track:0ySXTegsxWKcOvEYcgjUMJ,https://api.spotify.com/v1/tracks/0ySXTegsxWKcOvEYcgjUMJ,https://api.spotify.com/v1/audio-analysis/0ySXTegsxWKcOvEYcgjUMJ,277240,4,si me dices que si (feat. nicky jam),cosculluela,0,0
0.745,0.66,0,-5.461,1,0.0878,0.0575,0.0,0.108,0.934,95.154,audio_features,0mwPE0lPOgnWf2bo14xedJ,spotify:track:0mwPE0lPOgnWf2bo14xedJ,https://api.spotify.com/v1/tracks/0mwPE0lPOgnWf2bo14xedJ,https://api.spotify.com/v1/audio-analysis/0mwPE0lPOgnWf2bo14xedJ,167453,4,fuego,juanes,0,2
0.721,0.896,1,-5.023,0,0.0574,0.0495,0.0,0.138,0.838,97.988,audio_features,5yJCrSdwrLFzboxg0z9xMd,spotify:track:5yJCrSdwrLFzboxg0z9xMd,https://api.spotify.com/v1/tracks/5yJCrSdwrLFzboxg0z9xMd,https://api.spotify.com/v1/audio-analysis/5yJCrSdwrLFzboxg0z9xMd,217021,4,al filo de tu amor,carlos vives,0,2
0.646,0.833,11,-5.134,1,0.057,0.112,0.000462,0.121,0.278,108.003,audio_features,6XEPmHllDGDaO4w84Xjtgi,spotify:track:6XEPmHllDGDaO4w84Xjtgi,https://api.spotify.com/v1/tracks/6XEPmHllDGDaO4w84Xjtgi,https://api.spotify.com/v1/audio-analysis/6XEPmHllDGDaO4w84Xjtgi,223947,4,young and menace,fall out boy,0,7
0.494,0.842,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011,audio_features,2TfSHkHiFO4gRztVIkggkE,spotify:track:2TfSHkHiFO4gRztVIkggkE,https://api.spotify.com/v1/tracks/2TfSHkHiFO4gRztVIkggkE,https://api.spotify.com/v1/audio-analysis/2TfSHkHiFO4gRztVIkggkE,229093,4,"sugar, we're goin down",fall out boy,0,0
